,ID,imdb_id,release_date,budget,revenue,genres,original_language,original_title,origin_country,production_countries name,spoken_languages name
255,291870,tt1860213,2016-01-21,11500000,94073028,Comedy,English,Dirty Grandpa,US,United States of America,English
256,376660,tt1878870,2016-11-18,9000000,18803648,Comedy,English,The Edge of Seventeen,US,United States of America,English
257,394034,tt1890363,2016-05-13,0,0,Thriller,हिन्दी,Buddha in a Traffic Jam,IN,India,हिन्दी
258,451681,tt1894487,2017-05-17,0,0, , , , , , 
259,340674,tt1901024,2018-05-18,4480393,0,Drama,English,Dark Crimes,US,United States of America,English
260,391218,tt1913080,2014-08-03,0,0,Horror,English,Murder for Pleasure,US,United States of America,English
261,250077,tt1926980,2014-01-01,0,0, ,English,All Night Gaming, , , 
262,415923,tt1928334,2016-09-14,0,0, ,English,All Out Dysfunktion!, , , 
263,283366,tt1935859,2016-09-28,110000000,296482446,Drama,English,Miss Peregrine's Home for Peculiar Children,BE,Belgium,English
264,468842,tt1945053,2016-01-16,350000,0,Action,English,Altered Spirits,US,United States of America,English
265,86822,tt1945228,2017-03-10,0,0,Documentary,English,Voyage of Time: Life's Journey,DE,Germany,English
266,169556,tt1947969,2014-12-18,0,0, ,English,Battle B-Boy, , , 
267,408626,tt1966385,2016-09-12,3892200,0,Crime,English,City of Tiny Lights,GB,United Kingdom,English
268,301365,tt1974419,2016-06-08,7000000,3377430,Thriller,English,The Neon Demon,DK,Denmark,English
269,291328,tt1974420,2016-11-23,25000000,3885342,Romance,English,Rules Don't Apply,US,United States of America,English
270,408107,tt1989632,2018-01-19,200000,0,Action,English,Surge of Power: Revenge of the Sequel,US,United States of America,English
271,202176,tt1990420,2013-06-13,0,0, ,English,Bert and Arnie's Guide to Friendship, , , 
272,205588,tt1995390,2016-05-05,0,9930095,Thriller,Pусский,Our Kind of Traitor,FR,France,Pусский
273,420344,tt1996200,2016-02-05,0,0,Drama,English,Brash Young Turks,GB,United Kingdom,English
